,GameDay,GameID,TeamID,Team,OpponentID,Opponent,Location,WinOrLoss,MIN,PTS,FGM,FGA,3FM,3FA,FTM,FTA,REB,AST,STL,BLK,OREB,TO,PF
575,11/10/2023,1249843,509,North Carolina A&T,524,UNC Greensboro,V,L,195,78,25,59,9,28,19,29,26,13,9,6,8,8,14
576,11/10/2023,1249843,524,UNC Greensboro,509,North Carolina A&T,H,W,195,94,34,72,15,29,11,13,46,21,5,1,16,14,20
577,11/10/2023,1250044,233,Texas A&M,482,Ohio State,V,W,198,73,27,63,3,18,16,23,41,8,3,1,15,5,18
578,11/10/2023,1250044,482,Ohio State,233,Texas A&M,H,L,195,66,26,62,4,19,10,17,31,11,2,10,10,8,21
579,11/10/2023,1250098,527,Oral Roberts,4000,ND1,H,W,197,74,24,51,9,27,17,25,31,11,8,2,6,10,8
580,11/10/2023,1250122,504,Oregon State,528,Troy,H,W,243,81,25,59,5,21,26,39,37,10,8,8,9,21,25
581,11/10/2023,1250122,528,Troy,504,Oregon State,V,L,244,80,24,71,10,31,22,29,42,14,10,1,12,21,33
582,11/10/2023,1250154,331,Penn,498,Saint Joseph`s,V,L,196,61,23,62,9,24,6,11,35,13,5,5,9,16,17
583,11/10/2023,1250154,498,Saint Joseph`s,331,Penn,H,W,195,69,24,60,7,25,14,18,30,17,7,2,6,9,13
584,11/10/2023,1250212,416,Prairie View,486,Washington State,V,L,194,65,23,65,4,13,15,21,23,8,6,1,8,10,21
585,11/10/2023,1250212,486,Washington State,416,Prairie View,H,W,194,83,30,56,4,15,19,28,42,15,8,9,11,15,21
586,11/10/2023,1250256,400,Southern Illinois,11201,Queens (N.C.),H,W,194,91,32,64,8,25,19,23,28,23,8,3,7,7,22
587,11/10/2023,1250256,11201,Queens (N.C.),400,Southern Illinois,V,L,195,68,23,51,5,22,17,25,25,10,5,4,7,16,17
588,11/10/2023,1250360,307,Stanford,520,Sacramento State,H,W,194,91,39,70,8,19,5,5,32,22,8,6,6,4,12
589,11/10/2023,1250360,520,Sacramento State,307,Stanford,V,L,195,73,26,68,10,34,11,16,38,13,2,0,13,13,10
590,11/10/2023,1250447,297,Samford,410,VCU,V,L,195,65,23,66,8,26,11,14,30,15,12,2,14,15,24
591,11/10/2023,1250447,410,VCU,297,Samford,H,W,197,75,25,51,5,18,20,25,37,13,15,6,12,19,16
592,11/10/2023,1250540,303,South Carolina,412,Virginia Tech,H,W,196,79,31,55,10,21,7,8,28,16,2,2,8,10,16
593,11/10/2023,1250540,412,Virginia Tech,303,South Carolina,V,L,196,77,26,52,7,22,18,22,22,13,8,1,5,5,12
594,11/10/2023,1250551,451,Vanderbilt,575,South Carolina Upstate,H,W,196,74,22,48,8,22,22,24,35,11,2,1,9,14,13
595,11/10/2023,1250551,575,South Carolina Upstate,451,Vanderbilt,V,L,194,67,24,55,10,20,9,13,17,12,8,2,4,5,21
596,11/10/2023,1250561,404,Texas-Rio Grande Valley,568,South Dakota,V,L,196,79,29,73,4,24,17,25,37,15,12,3,16,14,22
597,11/10/2023,1250561,568,South Dakota,404,Texas-Rio Grande Valley,H,W,194,100,34,63,11,22,21,25,38,17,8,3,11,18,18
598,11/10/2023,1250868,481,Utah,549,UC Riverside,H,W,196,82,32,66,7,20,11,15,47,22,3,3,10,10,13
599,11/10/2023,1250868,549,UC Riverside,481,Utah,V,L,194,53,20,65,8,28,5,7,28,14,3,1,5,7,15
600,11/10/2023,1257957,479,Duquesne,522,College of Charleston,H,W,194,90,33,67,11,34,13,13,30,17,10,6,5,13,23
601,11/10/2023,1257957,522,College of Charleston,479,Duquesne,V,L,195,72,23,58,7,27,19,30,34,15,8,1,10,16,17
602,11/10/2023,1257958,422,Marshall,490,Radford,V,L,196,62,21,65,4,19,16,22,30,12,7,6,7,6,17
603,11/10/2023,1257958,490,Radford,422,Marshall,H,W,197,66,23,61,9,25,11,18,38,12,4,5,10,14,20
604,11/10/2023,1257959,239,UAB,357,Clemson,N,L,194,76,28,60,9,22,11,16,32,14,5,2,8,14,23
605,11/10/2023,1257959,357,Clemson,239,UAB,N,W,194,77,27,55,6,19,17,27,24,16,4,7,5,9,16
606,11/11/2023,1245832,508,Columbia,540,Albany,H,L,193,75,23,57,7,22,22,24,23,11,7,3,2,10,19
607,11/11/2023,1245832,540,Albany,508,Columbia,V,W,194,78,27,59,6,17,18,27,39,14,4,3,12,14,18
608,11/11/2023,1245921,345,Appalachian State,470,Northern Illinois,V,L,182,78,32,77,5,19,9,16,40,9,7,2,18,12,22
609,11/11/2023,1245921,470,Northern Illinois,345,Appalachian State,H,W,194,91,29,58,9,23,24,29,33,15,3,3,6,14,14
610,11/11/2023,1245974,225,Arizona State,347,Texas Southern,H,W,195,63,21,57,6,18,15,28,40,12,11,5,12,14,12
611,11/11/2023,1245974,347,Texas Southern,225,Arizona State,V,L,196,52,22,68,5,29,3,7,44,13,5,1,12,18,22
612,11/11/2023,1246027,346,Arkansas State,453,Bowling Green,V,L,195,75,32,65,7,22,4,9,31,15,3,6,6,10,17
613,11/11/2023,1246027,453,Bowling Green,346,Arkansas State,H,W,198,81,30,60,6,18,15,20,33,9,8,4,6,6,13
614,11/11/2023,1246210,284,Old Dominion,454,Ball State,V,L,194,68,29,57,4,14,6,11,34,3,9,2,8,14,20
615,11/11/2023,1246210,454,Ball State,284,Old Dominion,H,W,196,73,21,53,10,31,21,30,29,6,5,2,9,13,11
616,11/11/2023,1246475,351,Utah State,366,Bradley,V,L,221,66,24,71,8,31,10,14,45,18,5,5,11,10,22
617,11/11/2023,1246475,366,Bradley,351,Utah State,H,W,220,72,27,63,5,24,13,25,41,12,6,6,7,11,17
618,11/11/2023,1246503,246,Brown,379,Loyola Maryland,H,L,219,75,26,67,5,21,18,26,41,14,6,10,15,15,17
619,11/11/2023,1246503,379,Loyola Maryland,246,Brown,V,W,220,77,29,67,9,22,10,14,31,16,10,6,5,13,20
620,11/11/2023,1246555,280,Bucknell,292,Niagara,V,W,196,73,28,53,4,15,13,15,36,12,6,3,10,11,15
621,11/11/2023,1246555,292,Niagara,280,Bucknell,H,L,196,64,24,54,8,23,8,12,16,12,5,1,6,9,15
622,11/11/2023,1246577,443,South Alabama,521,Buffalo,V,W,196,70,28,49,4,14,10,16,33,9,6,2,4,14,22
623,11/11/2023,1246577,521,Buffalo,443,South Alabama,H,L,194,56,20,55,4,21,12,20,26,15,11,2,7,13,17
624,11/11/2023,1246629,423,Wyoming,529,Cal Poly,H,W,195,80,25,48,7,18,23,35,33,15,3,7,5,15,17
625,11/11/2023,1246629,529,Cal Poly,423,Wyoming,V,L,194,66,24,59,4,12,14,18,26,3,8,1,6,12,27
626,11/11/2023,1246688,467,Cal State Fullerton,4000,ND1,H,W,195,78,27,51,7,23,17,32,38,15,4,3,9,13,19
627,11/11/2023,1246791,355,Campbell,506,East Carolina,V,L,194,63,19,41,4,14,21,28,23,7,4,1,2,16,14
628,11/11/2023,1246791,506,East Carolina,355,Campbell,H,W,196,77,30,63,9,29,8,11,34,17,14,2,12,11,25
629,11/11/2023,1246822,488,Saint Bonaventure,505,Canisius,H,L,196,67,23,57,4,20,17,26,32,7,9,5,11,11,13
630,11/11/2023,1246822,505,Canisius,488,Saint Bonaventure,V,W,196,70,27,54,12,24,4,7,26,16,5,3,3,17,19
631,11/11/2023,1246902,278,Louisiana-Monroe,455,Central Michigan,V,W,195,74,29,60,10,24,6,9,31,17,12,4,12,13,17
632,11/11/2023,1246902,455,Central Michigan,278,Louisiana-Monroe,H,L,196,64,22,54,10,28,10,14,30,11,5,3,12,18,14
633,11/11/2023,1247111,359,Cleveland State,472,Ohio,H,W,194,82,25,60,7,18,25,31,35,11,4,5,16,9,23
634,11/11/2023,1247111,472,Ohio,359,Cleveland State,V,L,197,78,28,56,8,18,14,24,34,12,6,3,14,9,23
635,11/11/2023,1247267,255,Connecticut,11204,Stonehill,H,W,193,107,38,71,10,31,21,23,41,24,12,7,17,12,12
636,11/11/2023,1247267,11204,Stonehill,255,Connecticut,V,L,193,67,25,59,9,25,8,11,23,11,8,1,8,19,16
637,11/11/2023,1247294,329,Mount Saint Mary`s,407,Coppin State,H,W,195,74,25,53,8,24,16,18,43,16,4,3,12,21,18
638,11/11/2023,1247294,407,Coppin State,329,Mount Saint Mary`s,V,L,194,60,20,59,4,21,16,21,20,6,15,1,7,9,18
639,11/11/2023,1247321,365,Fordham,425,Cornell,H,L,196,73,25,56,9,28,14,25,25,10,9,0,10,14,23
640,11/11/2023,1247321,425,Cornell,365,Fordham,V,W,196,78,27,50,7,18,17,27,30,12,9,4,8,20,23
641,11/11/2023,1247340,456,Creighton,560,North Dakota State,H,W,196,89,33,54,12,28,11,16,35,18,7,6,7,12,4
642,11/11/2023,1247340,560,North Dakota State,456,Creighton,V,L,195,60,25,60,6,14,4,4,22,9,8,0,6,10,12
643,11/11/2023,1247431,363,DePaul,389,Long Beach State,H,L,197,73,26,59,7,21,14,20,25,16,6,8,5,11,21
644,11/11/2023,1247431,389,Long Beach State,363,DePaul,V,W,197,77,28,61,4,14,17,26,39,11,4,3,12,14,18
645,11/11/2023,1247578,393,Drexel,452,Winthrop,V,W,195,74,26,59,5,20,17,22,32,11,4,5,11,5,28
646,11/11/2023,1247578,452,Winthrop,393,Drexel,H,L,194,72,22,47,3,13,25,36,28,5,2,2,8,8,19
647,11/11/2023,1247696,418,Loyola Chicago,447,Eastern Illinois,H,W,193,89,32,54,12,31,13,17,30,23,4,9,2,10,14
648,11/11/2023,1247696,447,Eastern Illinois,418,Loyola Chicago,V,L,194,65,24,69,6,16,11,15,30,9,6,1,11,10,11
649,11/11/2023,1247741,367,Georgia Southern,433,Eastern Michigan,V,L,194,60,19,60,9,36,13,20,34,8,5,1,13,9,17
650,11/11/2023,1247741,433,Eastern Michigan,367,Georgia Southern,H,W,196,70,25,52,7,22,13,18,35,14,3,2,8,15,19
651,11/11/2023,1247858,338,Seton Hall,413,Fairleigh Dickinson,H,W,193,85,32,68,5,23,16,23,59,14,11,4,18,18,18
652,11/11/2023,1247858,413,Fairleigh Dickinson,338,Seton Hall,V,L,193,55,17,60,5,31,16,25,25,11,14,1,5,18,18
653,11/11/2023,1248061,232,Kent State,265,Fresno State,H,W,195,79,28,58,11,27,12,16,19,13,10,2,7,12,15
654,11/11/2023,1248061,265,Fresno State,232,Kent State,V,L,197,69,27,45,7,16,8,13,27,15,10,2,5,19,17
655,11/11/2023,1248150,378,George Washington,478,William & Mary,H,W,195,95,28,56,6,17,33,38,32,8,6,8,3,11,13
656,11/11/2023,1248150,478,William & Mary,378,George Washington,V,L,196,89,31,77,18,44,9,9,34,23,6,3,9,11,24
657,11/11/2023,1248171,426,Georgetown,457,Holy Cross,H,L,197,67,22,61,11,29,12,19,29,15,7,2,14,4,13
658,11/11/2023,1248171,457,Holy Cross,426,Georgetown,V,W,195,68,25,54,5,20,13,16,39,8,2,3,14,12,17
659,11/11/2023,1248232,369,Georgia State,419,Western Michigan,V,W,194,77,25,55,6,19,21,29,30,5,8,3,15,15,29
660,11/11/2023,1248232,419,Western Michigan,369,Georgia State,H,L,197,70,21,50,7,18,21,33,31,6,5,1,14,16,23
661,11/11/2023,1248408,532,Wofford,544,High Point,H,W,195,99,32,65,12,31,23,36,31,19,4,4,10,6,31
662,11/11/2023,1248408,544,High Point,532,Wofford,V,L,195,98,28,57,3,15,39,48,39,7,4,2,11,11,27
663,11/11/2023,1248463,341,Houston,551,Texas A&M-Corpus Christi,H,W,193,82,28,67,6,22,20,34,51,16,13,9,17,9,17
664,11/11/2023,1248463,551,Texas A&M-Corpus Christi,341,Houston,V,L,196,50,19,64,5,21,7,12,39,9,6,1,13,16,23
665,11/11/2023,1248601,258,Illinois State,295,Saint Louis,V,L,196,71,24,61,9,29,14,22,38,9,3,1,9,15,27
666,11/11/2023,1248601,295,Saint Louis,258,Illinois State,H,W,196,80,22,52,6,21,30,37,29,8,6,3,3,9,19
667,11/11/2023,1248638,408,Tulsa,582,Incarnate Word,H,W,194,85,24,59,10,26,27,35,47,14,4,6,10,8,21
668,11/11/2023,1248638,582,Incarnate Word,408,Tulsa,V,L,194,71,22,77,9,33,18,27,39,11,6,1,19,9,25
669,11/11/2023,1248747,531,Jacksonville State,11200,Utah Tech,H,L,219,79,23,56,5,15,28,32,31,8,6,3,13,17,14
670,11/11/2023,1248747,11200,Utah Tech,531,Jacksonville State,V,W,222,81,31,68,9,18,10,15,32,14,9,5,14,16,20
671,11/11/2023,1248886,231,Northeastern,500,La Salle,V,L,194,74,27,62,8,21,12,20,39,11,3,5,16,11,14
672,11/11/2023,1248886,500,La Salle,231,Northeastern,H,W,196,79,29,60,9,24,12,12,20,19,6,6,6,4,17
673,11/11/2023,1249015,555,Lipscomb,4000,ND1,H,W,192,113,42,66,16,33,13,22,37,23,5,6,6,8,14
674,11/11/2023,1249106,266,Louisiana-Lafayette,311,Toledo,V,L,198,78,33,61,9,23,3,6,30,17,4,5,10,17,22
675,11/11/2023,1249106,311,Toledo,266,Louisiana-Lafayette,H,W,195,87,32,56,3,9,20,28,24,17,10,4,7,8,12
676,11/11/2023,1249234,356,Maryland-Baltimore County,374,Marist,H,L,196,59,25,69,3,20,6,11,35,3,7,2,12,10,8
677,11/11/2023,1249234,374,Marist,356,Maryland-Baltimore County,V,W,196,65,27,60,6,19,5,6,37,12,9,4,6,16,12
678,11/11/2023,1249424,385,Miami (Ohio),405,Texas State,H,L,195,65,20,48,5,18,20,28,25,10,8,5,6,14,18
679,11/11/2023,1249424,405,Texas State,385,Miami (Ohio),V,W,194,75,29,63,6,15,11,21,37,14,9,4,15,15,27
680,11/11/2023,1249458,289,Providence,519,Milwaukee,H,W,195,79,26,66,10,31,17,26,42,18,10,11,17,10,15
681,11/11/2023,1249458,519,Milwaukee,289,Providence,V,L,194,69,23,61,3,17,20,23,35,7,8,3,11,13,21
682,11/11/2023,1249491,495,Mississippi State,525,Tennessee-Martin,H,W,195,87,27,66,13,39,20,26,42,17,7,9,11,9,18
683,11/11/2023,1249491,525,Tennessee-Martin,495,Mississippi State,V,L,195,63,21,63,3,25,18,25,36,10,9,2,11,10,18
684,11/11/2023,1249542,466,Missouri-Kansas City,4000,ND1,H,W,192,95,38,67,8,19,11,18,39,17,14,3,14,12,12
685,11/11/2023,1249603,286,Montana State,565,Seattle,V,L,195,68,25,55,9,26,9,12,27,10,7,1,4,12,24
686,11/11/2023,1249603,565,Seattle,286,Montana State,H,W,196,71,26,56,2,20,17,25,34,15,2,3,9,15,19
687,11/11/2023,1249675,503,Saint Peter`s,563,NJIT,V,W,194,75,20,56,5,20,30,34,45,8,9,1,19,11,26
688,11/11/2023,1249675,563,NJIT,503,Saint Peter`s,H,L,191,48,11,42,6,20,20,31,20,6,6,1,7,17,27
689,11/11/2023,1249741,314,UC Irvine,438,New Mexico State,H,W,196,91,30,57,10,23,21,32,40,22,5,5,11,12,21
690,11/11/2023,1249741,438,New Mexico State,314,UC Irvine,V,L,194,74,27,63,7,16,13,19,25,13,5,0,7,10,25
691,11/11/2023,1249755,439,New Orleans,4000,ND1,H,W,191,106,41,77,5,17,19,23,42,25,12,2,14,15,17
692,11/11/2023,1249926,390,North Texas,577,Omaha,H,W,196,75,27,48,8,20,13,16,30,11,2,1,7,8,17
693,11/11/2023,1249926,577,Omaha,390,North Texas,V,L,195,64,20,49,4,13,20,25,18,6,3,1,4,6,16
694,11/11/2023,1250019,237,Notre Dame,515,Western Carolina,H,L,196,61,22,58,8,26,9,14,34,10,2,3,8,11,18
695,11/11/2023,1250019,515,Western Carolina,237,Notre Dame,V,W,196,71,25,64,7,21,14,18,41,10,7,5,13,6,14
696,11/11/2023,1250308,228,Siena,291,Richmond,V,L,193,48,20,50,4,20,4,11,27,9,4,8,9,21,18
697,11/11/2023,1250308,291,Richmond,228,Siena,H,W,192,90,35,59,10,18,10,15,26,21,14,1,3,7,13
698,11/11/2023,1250386,293,Saint Francis (PA),301,Santa Clara,V,L,194,59,22,56,7,25,8,16,20,10,5,2,6,13,13
699,11/11/2023,1250386,301,Santa Clara,293,Saint Francis (PA),H,W,194,82,35,67,6,19,6,13,46,22,5,2,18,13,15
700,11/11/2023,1250462,512,San Diego,11199,UC San Diego,V,L,195,63,24,56,6,18,9,13,25,9,6,3,5,15,21
701,11/11/2023,1250462,11199,UC San Diego,512,San Diego,H,W,196,69,24,52,2,12,19,23,30,9,7,3,7,13,15
702,11/11/2023,1250686,335,Stetson,424,UNLV,V,L,195,55,21,66,7,31,6,9,39,13,0,2,15,10,12
703,11/11/2023,1250686,424,UNLV,335,Stetson,H,W,196,71,27,65,10,31,7,11,43,17,5,4,13,5,14
704,11/11/2023,1250706,11198,Tarleton State,4000,ND1,H,W,194,93,33,63,4,14,23,29,37,14,8,2,12,11,22
705,11/11/2023,1250804,282,Texas-Arlington,4000,ND1,H,W,194,95,34,70,17,43,10,13,48,26,7,1,15,15,16
706,11/11/2023,1250888,469,UNC Wilmington,496,UNC Asheville,V,W,195,83,26,54,8,20,23,30,35,12,6,0,10,14,23
707,11/11/2023,1250888,496,UNC Asheville,469,UNC Wilmington,H,L,196,66,22,49,6,18,16,24,23,14,4,3,6,17,24
708,11/11/2023,1250937,514,Vermont,4000,ND1,H,W,195,92,36,59,11,26,9,14,41,25,6,3,11,10,11
709,11/11/2023,1257941,535,Arkansas-Pine Bluff,4000,ND1,H,W,195,112,44,73,16,31,8,10,42,24,12,3,7,14,14
710,11/11/2023,1257975,383,Maryland-Eastern Shore,4000,ND1,H,W,213,83,32,65,7,18,12,14,36,16,10,3,9,8,16
711,11/12/2023,1245353,230,Indiana,298,Army,H,W,195,72,25,43,4,11,18,22,25,16,5,5,5,17,14
712,11/12/2023,1245353,298,Army,230,Indiana,V,L,196,64,24,61,13,38,3,9,22,16,12,0,7,8,22
713,11/12/2023,1245357,493,Rutgers,567,Bryant,H,W,195,66,19,61,4,22,24,34,45,11,7,4,17,13,15
714,11/12/2023,1245357,567,Bryant,493,Rutgers,V,L,195,57,22,59,6,23,7,11,33,9,12,7,5,11,25
715,11/12/2023,1245687,343,Delaware,440,Air Force,H,W,197,65,22,49,6,18,15,20,25,12,8,2,5,6,10
716,11/12/2023,1245687,440,Air Force,343,Delaware,V,L,198,57,23,49,6,21,5,7,23,14,2,5,5,11,14
717,11/12/2023,1246235,448,Baylor,552,Gardner-Webb,H,W,195,77,26,58,0,9,25,32,45,7,6,7,15,13,16
718,11/12/2023,1246235,552,Gardner-Webb,448,Baylor,V,L,194,62,25,67,2,17,10,15,26,10,6,3,8,9,24
719,11/12/2023,1246343,547,Binghamton,4000,ND1,H,W,194,104,37,63,9,24,21,31,57,19,8,8,13,10,14
720,11/12/2023,1246368,244,Boise State,299,San Francisco,H,W,195,63,23,54,5,13,12,23,32,9,10,1,8,12,14
721,11/12/2023,1246368,299,San Francisco,244,Boise State,V,L,194,58,23,52,4,19,8,12,28,9,4,6,7,16,21
722,11/12/2023,1247009,397,Chicago State,11203,Southern Indiana,V,W,195,78,27,64,7,21,17,22,29,15,12,3,10,10,18
723,11/12/2023,1247009,11203,Southern Indiana,397,Chicago State,H,L,194,67,24,57,4,18,15,22,39,12,7,1,13,20,19
724,11/12/2023,1247032,252,Cincinnati,268,Eastern Washington,H,W,195,85,28,60,8,21,21,31,36,14,6,2,7,7,19
725,11/12/2023,1247032,268,Eastern Washington,252,Cincinnati,V,L,194,73,26,58,5,23,16,23,27,16,4,2,2,10,24
726,11/12/2023,1247244,508,Columbia,4000,ND1,H,W,194,86,29,57,10,27,18,21,37,21,16,1,9,11,11
727,11/12/2023,1247785,539,Elon,570,North Dakota,V,L,195,68,21,56,9,21,17,24,32,11,4,2,9,17,22
728,11/12/2023,1247785,570,North Dakota,539,Elon,H,W,195,85,30,62,8,24,17,23,36,13,10,6,12,7,18
729,11/12/2023,1248037,550,Fort Wayne,11202,Texas A&M-Commerce,H,W,196,86,33,64,8,21,12,17,30,9,3,3,5,6,15
730,11/12/2023,1248037,11202,Texas A&M-Commerce,550,Fort Wayne,V,L,194,64,25,58,4,23,10,12,32,9,4,4,6,17,14
731,11/12/2023,1248192,318,Georgia,569,North Carolina Central,H,W,195,64,19,53,6,25,20,25,34,12,9,3,9,10,15
732,11/12/2023,1248192,569,North Carolina Central,318,Georgia,V,L,197,54,18,55,5,21,13,18,34,11,6,7,10,13,19
733,11/12/2023,1248307,322,Northern Arizona,579,Grand Canyon,V,L,195,55,22,56,5,18,6,11,22,13,6,2,4,16,21
734,11/12/2023,1248307,579,Grand Canyon,322,Northern Arizona,H,W,193,89,31,55,6,17,21,28,36,10,10,5,9,13,15
735,11/12/2023,1248514,316,Howard,375,James Madison,V,L,196,86,29,61,7,18,21,27,30,6,6,2,12,19,21
736,11/12/2023,1248514,375,James Madison,316,Howard,H,W,194,107,37,69,11,20,22,29,29,18,14,5,12,10,19
737,11/12/2023,1248580,269,Idaho State,339,Iowa State,V,L,193,55,18,43,8,19,11,22,28,11,6,4,7,24,23
738,11/12/2023,1248580,339,Iowa State,269,Idaho State,H,W,196,86,31,65,4,13,20,30,35,15,17,5,14,9,23
739,11/12/2023,1248906,271,Lafayette,287,Pepperdine,V,L,191,53,19,54,5,19,10,15,23,16,11,6,5,14,14
740,11/12/2023,1248906,287,Pepperdine,271,Lafayette,H,W,194,76,30,63,7,18,9,13,33,14,7,3,8,13,13
741,11/12/2023,1248961,245,Lehigh,324,North Carolina,V,L,193,68,26,71,13,33,3,4,28,15,7,3,7,11,22
742,11/12/2023,1248961,324,North Carolina,245,Lehigh,H,W,192,90,31,67,5,17,23,28,50,11,9,3,15,10,8
743,11/12/2023,1249179,300,Loyola Marymount,321,Yale,H,L,194,80,29,59,9,25,13,18,25,11,3,4,5,9,24
744,11/12/2023,1249179,321,Yale,300,Loyola Marymount,V,W,195,83,27,55,5,8,24,30,29,8,4,3,4,7,16
745,11/12/2023,1249201,275,Maine,7529,Merrimack,H,L,196,65,22,55,7,22,14,18,28,14,12,2,10,15,22
746,11/12/2023,1249201,7529,Merrimack,275,Maine,V,W,196,71,23,45,4,17,21,32,28,8,10,2,6,15,15
747,11/12/2023,1249580,387,Montana,558,UC Davis,H,W,194,78,28,56,7,18,15,19,24,12,7,3,9,10,11
748,11/12/2023,1249580,558,UC Davis,387,Montana,V,L,197,65,26,52,6,20,7,11,31,10,5,5,10,18,18
749,11/12/2023,1249641,288,Morgan State,4000,ND1,H,W,200,78,28,58,7,23,15,19,39,17,10,1,9,17,14
750,11/12/2023,1249694,302,Nevada,415,Washington,V,W,194,83,30,65,2,14,21,26,34,8,5,0,8,6,21
751,11/12/2023,1249694,415,Washington,302,Nevada,H,L,194,76,30,62,7,24,9,21,33,11,4,6,8,11,24
752,11/12/2023,1250059,251,Sam Houston,392,Oklahoma State,V,L,194,70,23,61,10,26,14,18,36,11,5,2,11,10,13
753,11/12/2023,1250059,392,Oklahoma State,251,Sam Houston,H,W,196,85,30,64,17,33,8,12,33,19,6,5,7,8,16
754,11/12/2023,1250186,414,Portland,549,UC Riverside,H,W,195,76,24,53,4,13,24,27,39,16,5,2,11,17,17
755,11/12/2023,1250186,549,UC Riverside,414,Portland,V,L,195,65,23,69,10,35,9,16,30,13,6,1,13,6,20
756,11/12/2023,1250200,534,Portland State,4000,ND1,H,W,195,70,25,61,9,26,11,20,32,21,12,7,10,8,13
757,11/12/2023,1250272,490,Radford,4000,ND1,H,W,194,84,32,55,7,18,13,18,42,17,10,5,10,14,12
758,11/12/2023,1250325,361,Towson,497,Robert Morris,H,W,194,66,26,55,3,10,11,19,36,7,2,3,15,9,14
759,11/12/2023,1250325,497,Robert Morris,361,Towson,V,L,196,62,20,51,9,20,13,17,20,10,6,4,8,7,17
760,11/12/2023,1250415,320,Saint Mary`s,417,Weber State,H,L,195,57,22,55,5,27,8,12,36,12,1,5,9,13,15
761,11/12/2023,1250415,417,Weber State,320,Saint Mary`s,V,W,197,61,23,57,6,21,9,11,22,6,7,0,3,7,14
762,11/12/2023,1250429,16670,Saint Thomas (Minn.),4000,ND1,H,W,194,100,36,65,12,31,16,24,44,23,12,3,11,8,16
763,11/12/2023,1250490,240,Texas Tech,429,San Jose State,H,W,195,56,23,59,3,16,7,11,36,10,7,2,13,8,11
764,11/12/2023,1250490,429,San Jose State,240,Texas Tech,V,L,194,42,18,53,4,25,2,6,27,6,2,7,9,16,16
765,11/12/2023,1250552,575,South Carolina Upstate,4000,ND1,H,W,193,106,38,63,13,29,17,25,41,23,19,4,10,15,12
766,11/12/2023,1250972,353,Western Illinois,4000,ND1,H,W,192,94,33,68,10,24,18,31,51,16,6,8,15,14,15
767,11/12/2023,1250982,319,Wichita State,4000,ND1,H,W,196,95,35,71,10,23,15,18,49,15,4,4,13,10,8
768,11/12/2023,1257970,257,Davidson,357,Clemson,N,L,195,65,22,56,9,25,12,17,33,12,5,2,9,9,15
769,11/12/2023,1257970,357,Clemson,257,Davidson,N,W,196,68,26,57,12,31,4,8,29,17,3,6,7,9,16
770,11/12/2023,1257973,239,UAB,484,Maryland,N,W,196,66,22,54,1,9,21,23,31,8,10,9,7,13,17
771,11/12/2023,1257973,484,Maryland,239,UAB,N,L,195,63,22,57,6,23,13,20,33,10,6,3,10,14,17
772,11/13/2023,1245547,330,Xavier,336,Purdue,V,L,196,71,30,67,7,25,4,6,26,15,8,1,6,10,17
773,11/13/2023,1245547,336,Purdue,330,Xavier,H,W,195,83,29,57,7,15,18,21,32,19,4,6,5,11,11
774,11/13/2023,1245891,228,Siena,516,American,V,L,195,58,22,47,6,18,8,18,23,10,3,4,8,19,14
775,11/13/2023,1245891,516,American,228,Siena,H,W,194,78,30,57,9,23,9,13,24,18,12,2,9,10,19
776,11/13/2023,1245952,234,Arizona,518,Southern,H,W,192,97,31,58,7,17,28,36,47,21,7,2,13,23,16
777,11/13/2023,1245952,518,Southern,234,Arizona,V,L,196,59,20,63,6,29,13,19,23,11,12,2,6,14,27
778,11/13/2023,1246001,235,Arkansas,284,Old Dominion,H,W,194,86,30,59,8,19,18,29,33,15,3,6,7,4,12
779,11/13/2023,1246001,284,Old Dominion,235,Arkansas,V,L,196,77,31,71,11,24,4,5,36,14,3,1,11,9,22
780,11/13/2023,1246082,535,Arkansas-Pine Bluff,574,Central Arkansas,V,W,195,85,25,56,12,25,23,28,24,10,9,0,5,14,19
781,11/13/2023,1246082,574,Central Arkansas,535,Arkansas-Pine Bluff,H,L,196,83,29,67,8,31,17,21,37,19,7,4,12,18,22
782,11/13/2023,1246602,354,Butler,458,East Tennessee State,H,W,193,81,31,69,11,31,8,11,35,15,7,6,8,8,12
783,11/13/2023,1246602,458,East Tennessee State,354,Butler,V,L,195,47,18,58,4,24,7,14,33,8,6,5,8,18,17
784,11/13/2023,1246661,340,California,571,Cal State Bakersfield,H,W,195,83,27,67,15,36,14,20,41,18,3,2,15,8,21
785,11/13/2023,1246661,571,Cal State Bakersfield,340,California,V,L,195,63,19,48,5,12,20,33,22,4,3,3,2,11,21
786,11/13/2023,1246878,256,Central Connecticut,4000,ND1,H,W,193,99,38,73,5,26,18,27,49,20,13,8,12,6,14
787,11/13/2023,1246903,442,Florida State,455,Central Michigan,H,W,191,94,35,63,12,28,12,15,28,23,13,1,9,14,21
788,11/13/2023,1246903,455,Central Michigan,442,Florida State,V,L,197,67,23,44,4,19,17,31,25,11,6,0,8,21,15
789,11/13/2023,1246926,461,Charleston Southern,4000,ND1,H,W,193,102,38,63,13,29,13,17,37,22,4,2,8,9,19
790,11/13/2023,1247059,368,Citadel,573,Presbyterian,V,L,195,64,18,58,4,22,24,30,37,8,5,3,13,10,18
791,11/13/2023,1247059,573,Presbyterian,368,Citadel,H,W,196,71,25,58,4,14,17,19,32,14,3,6,6,12,21
